,ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME,PROGRAM,LOCATION,SWIM SEC,T1 SEC,BIKE SEC,T2 SEC,RUN SEC,TOTAL TIME SEC,ATHLETE
601,Aaron,Royle,AUS,21,0:16:56,0:00:58,0:58:31,0:00:30,0:32:49,12,1:49:42,Elite Men,Montreal,1016,58,3511,30,1969,6582,Aaron Royle
602,Richard,Varga,SVK,17,0:16:51,0:00:58,0:58:35,0:00:33,0:33:01,13,1:49:57,Elite Men,Montreal,1011,58,3515,33,1981,6597,Richard Varga
603,Mario,Mola,ESP,1,0:17:46,0:00:56,0:58:40,0:00:31,0:32:10,14,1:50:00,Elite Men,Montreal,1066,56,3520,31,1930,6600,Mario Mola
604,Shachar,Sagiv,ISR,23,0:17:48,0:00:55,0:58:36,0:00:28,0:32:14,15,1:50:01,Elite Men,Montreal,1068,55,3516,28,1934,6601,Shachar Sagiv
605,Dorian,Coninx,FRA,18,0:17:00,0:00:57,0:59:24,0:00:28,0:32:21,16,1:50:09,Elite Men,Montreal,1020,57,3564,28,1941,6609,Dorian Coninx
606,Luke,Willian,AUS,19,0:17:37,0:00:57,0:58:50,0:00:32,0:32:16,17,1:50:10,Elite Men,Montreal,1057,57,3530,32,1936,6610,Luke Willian
607,Gordon,Benson,GBR,25,0:17:22,0:01:01,0:59:00,0:00:37,0:32:17,18,1:50:15,Elite Men,Montreal,1042,61,3540,37,1937,6615,Gordon Benson
608,Andreas,Schilling,DEN,10,0:17:43,0:01:00,0:58:28,0:00:32,0:32:36,19,1:50:17,Elite Men,Montreal,1063,60,3508,32,1956,6617,Andreas Schilling
609,Jonas,Schomburg,ITU,29,0:17:08,0:00:58,0:59:19,0:00:31,0:32:27,20,1:50:21,Elite Men,Montreal,1028,58,3559,31,1947,6621,Jonas Schomburg
610,Lukas,Hollaus,AUT,22,0:17:57,0:01:02,0:58:29,0:00:31,0:32:25,21,1:50:22,Elite Men,Montreal,1077,62,3509,31,1945,6622,Lukas Hollaus
611,Tony,Dodds,NZL,16,0:17:20,0:00:59,0:59:07,0:00:33,0:32:29,22,1:50:26,Elite Men,Montreal,1040,59,3547,33,1949,6626,Tony Dodds
612,Ben,Kanute,USA,24,0:16:54,0:01:04,0:58:26,0:00:29,0:33:36,23,1:50:27,Elite Men,Montreal,1014,64,3506,29,2016,6627,Ben Kanute
613,Russell,White,IRL,36,0:17:28,0:00:57,0:58:57,0:00:32,0:32:45,24,1:50:36,Elite Men,Montreal,1048,57,3537,32,1965,6636,Russell White
614,Gustav,Iden,NOR,33,0:18:02,0:00:59,0:58:21,0:00:29,0:32:48,25,1:50:37,Elite Men,Montreal,1082,59,3501,29,1968,6637,Gustav Iden
615,Irving,Perez,MEX,30,0:17:09,0:00:56,0:59:21,0:00:33,0:32:43,26,1:50:40,Elite Men,Montreal,1029,56,3561,33,1963,6640,Irving Perez
616,Adrien,Briffod,SUI,20,0:17:39,0:00:56,0:58:50,0:00:29,0:33:31,27,1:51:23,Elite Men,Montreal,1059,56,3530,29,2011,6683,Adrien Briffod
617,David,Mendoza,MEX,41,0:17:46,0:01:00,0:58:40,0:00:38,0:33:40,28,1:51:43,Elite Men,Montreal,1066,60,3520,38,2020,6703,David Mendoza
618,Alexis,Lepage,CAN,47,0:17:13,0:00:56,0:59:15,0:00:35,0:33:51,29,1:51:48,Elite Men,Montreal,1033,56,3555,35,2031,6708,Alexis Lepage
619,Dmitry,Polyanskiy,RUS,32,0:17:24,0:00:59,0:59:06,0:00:36,0:33:55,30,1:51:59,Elite Men,Montreal,1044,59,3546,36,2035,6719,Dmitry Polyanskiy
620,Fernando,Alarza,ESP,2,0:17:58,0:01:02,1:00:17,0:00:30,0:32:18,31,1:52:03,Elite Men,Montreal,1078,62,3617,30,1938,6723,Fernando Alarza
621,Jumpei,Furuya,JPN,38,0:17:29,0:00:56,0:59:02,0:00:33,0:34:16,32,1:52:15,Elite Men,Montreal,1049,56,3542,33,2056,6735,Jumpei Furuya
622,Tyler,Mislawchuk,CAN,42,0:17:10,0:00:56,0:59:19,0:00:32,0:34:25,33,1:52:20,Elite Men,Montreal,1030,56,3559,32,2065,6740,Tyler Mislawchuk
623,Seth,Rider,USA,50,0:16:57,0:00:59,0:58:28,0:00:32,0:35:58,34,1:52:52,Elite Men,Montreal,1017,59,3508,32,2158,6772,Seth Rider
624,Makoto,Odakura,JPN,39,0:17:18,0:01:06,0:59:03,0:00:38,0:35:10,35,1:53:13,Elite Men,Montreal,1038,66,3543,38,2110,6793,Makoto Odakura
625,Shiruba,Taniguchi,JPN,43,0:17:49,0:00:57,0:58:43,0:00:34,0:35:39,36,1:53:39,Elite Men,Montreal,1069,57,3523,34,2139,6819,Shiruba Taniguchi
626,Hunter,Lussi,USA,51,0:17:49,0:01:08,0:58:33,0:00:38,0:35:39,37,1:53:44,Elite Men,Montreal,1069,68,3513,38,2139,6824,Hunter Lussi
627,Joao,Pereira,POR,14,0:17:15,0:01:04,0:59:08,0:00:32,0:36:01,38,1:53:58,Elite Men,Montreal,1035,64,3548,32,2161,6838,Joao Pereira
628,Shogo,Ishitsuka,JPN,46,0:17:06,0:01:00,0:59:23,0:00:32,0:36:05,39,1:54:03,Elite Men,Montreal,1026,60,3563,32,2165,6843,Shogo Ishitsuka
629,Jacob,Birtwhistle,AUS,5,0:18:00,0:00:58,0:59:06,0:00:30,0:36:43,40,1:55:15,Elite Men,Montreal,1080,58,3546,30,2203,6915,Jacob Birtwhistle
630,Ryousuke,Maeda,JPN,44,0:17:05,0:00:57,0:59:21,0:00:33,0:43:52,41,2:01:47,Elite Men,Montreal,1025,57,3561,33,2632,7307,Ryousuke Maeda
631,Kenji,Nener,AUS,48,0:17:34,0:00:59,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Men,Montreal,1054,59,0,0,0,0,Kenji Nener
632,Grant,Sheldon,GBR,27,0:17:58,0:00:59,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Montreal,1078,59,0,0,0,0,Grant Sheldon
633,Matthew,McElroy,USA,28,0:18:00,0:00:56,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Montreal,1080,56,0,0,0,0,Matthew McElroy
634,Eric,Lagerstrom,USA,35,0:17:47,0:01:04,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Montreal,1067,64,0,0,0,0,Eric Lagerstrom
635,Eli,Hemming,USA,40,0:17:58,0:00:59,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Montreal,1078,59,0,0,0,0,Eli Hemming
636,Miguel,Arraiolos,POR,37,0:17:59,0:00:56,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Men,Montreal,1079,56,0,0,0,0,Miguel Arraiolos
637,Eder,Mejia Muñoz,MEX,45,0:17:30,0:01:01,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Men,Montreal,1050,61,0,0,0,0,Eder Mejia Muñoz
638,Declan,Wilson,AUS,26,0:17:50,0:01:00,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Montreal,1070,60,0,0,0,0,Declan Wilson
639,Ivan,Ivanov,UKR,49,0:17:45,0:01:01,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Montreal,1065,61,0,0,0,0,Ivan Ivanov
640,Mohamad,Alsabbagh,SYR,52,0:17:56,0:01:01,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Men,Montreal,1076,61,0,0,0,0,Mohamad Alsabbagh
641,Sigurdur Orn,Ragnarsson,ISL,53,0:18:00,0:01:01,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Montreal,1080,61,0,0,0,0,Sigurdur Orn Ragnarsson
642,Ashleigh,Gentle,AUS,4,0:18:27,0:00:58,1:04:29,0:00:33,0:34:39,1,1:59:04,Elite Women,Montreal,1107,58,3869,33,2079,7144,Ashleigh Gentle
643,Flora,Duffy,BER,1,0:18:16,0:01:03,1:04:34,0:00:39,0:34:57,2,1:59:27,Elite Women,Montreal,1096,63,3874,39,2097,7167,Flora Duffy
644,Andrea,Hewitt,NZL,5,0:18:19,0:01:05,1:04:32,0:00:31,0:35:24,3,1:59:48,Elite Women,Montreal,1099,65,3872,31,2124,7188,Andrea Hewitt
645,Joanna,Brown,CAN,19,0:18:17,0:01:02,1:04:36,0:00:33,0:35:56,4,2:00:23,Elite Women,Montreal,1097,62,3876,33,2156,7223,Joanna Brown
646,Kirsten,Kasper,USA,3,0:18:15,0:01:05,1:04:34,0:00:32,0:36:03,5,2:00:26,Elite Women,Montreal,1095,65,3874,32,2163,7226,Kirsten Kasper
647,Rachel,Klamer,NED,6,0:18:18,0:01:07,1:04:29,0:00:37,0:36:03,6,2:00:32,Elite Women,Montreal,1098,67,3869,37,2163,7232,Rachel Klamer
648,Taylor,Knibb,USA,18,0:18:20,0:01:05,1:04:34,0:00:37,0:36:18,7,2:00:51,Elite Women,Montreal,1100,65,3874,37,2178,7251,Taylor Knibb
649,Yuko,Takahashi,JPN,10,0:18:13,0:01:02,1:04:40,0:00:28,0:36:40,8,2:01:01,Elite Women,Montreal,1093,62,3880,28,2200,7261,Yuko Takahashi
650,Katie,Zaferes,USA,2,0:18:07,0:01:06,1:04:39,0:00:37,0:36:47,9,2:01:14,Elite Women,Montreal,1087,66,3879,37,2207,7274,Katie Zaferes
651,Charlotte,McShane,AUS,8,0:18:18,0:01:02,1:04:35,0:00:32,0:37:23,10,2:01:49,Elite Women,Montreal,1098,62,3875,32,2243,7309,Charlotte McShane
652,Gillian,Backhouse,AUS,7,0:18:12,0:01:06,1:04:35,0:00:33,0:37:48,11,2:02:13,Elite Women,Montreal,1092,66,3875,33,2268,7333,Gillian Backhouse
653,Vendula,Frintova,CZE,14,0:18:23,0:01:06,1:07:29,0:00:32,0:36:20,12,2:03:47,Elite Women,Montreal,1103,66,4049,32,2180,7427,Vendula Frintova
654,Jolanda,Annen,SUI,9,0:18:20,0:01:03,1:07:37,0:00:40,0:37:04,13,2:04:41,Elite Women,Montreal,1100,63,4057,40,2224,7481,Jolanda Annen
655,Zsófia,Kovács,HUN,29,0:18:24,0:01:02,1:07:34,0:00:33,0:37:20,14,2:04:52,Elite Women,Montreal,1104,62,4054,33,2240,7492,Zsófia Kovács
656,Lindsey,Jerdonek,USA,31,0:18:22,0:01:05,1:07:31,0:00:37,0:37:42,15,2:05:14,Elite Women,Montreal,1102,65,4051,37,2262,7514,Lindsey Jerdonek
657,Nicole,Van Der Kaay,NZL,25,0:18:33,0:01:01,1:07:25,0:00:38,0:38:06,16,2:05:41,Elite Women,Montreal,1113,61,4045,38,2286,7541,Nicole Van Der Kaay
658,Emma,Jeffcoat,AUS,20,0:18:14,0:01:04,1:08:00,0:00:30,0:38:40,17,2:06:27,Elite Women,Montreal,1094,64,4080,30,2320,7587,Emma Jeffcoat
659,Yuka,Sato,JPN,12,0:18:20,0:01:03,1:07:35,0:00:33,0:39:19,18,2:06:47,Elite Women,Montreal,1100,63,4055,33,2359,7607,Yuka Sato
660,Natalie,Van Coevorden,AUS,15,0:18:15,0:01:06,1:07:37,0:00:35,0:39:39,19,2:07:10,Elite Women,Montreal,1095,66,4057,35,2379,7630,Natalie Van Coevorden
661,Carolina,Routier,ESP,21,0:18:14,0:01:05,1:07:41,0:00:36,0:39:43,20,2:07:16,Elite Women,Montreal,1094,65,4061,36,2383,7636,Carolina Routier
662,Paula,Findlay,CAN,24,0:18:34,0:01:06,1:07:21,0:00:35,0:40:20,21,2:07:53,Elite Women,Montreal,1114,66,4041,35,2420,7673,Paula Findlay
663,Minami,Kubono,JPN,30,0:18:16,0:01:03,1:04:38,0:00:32,0:38:53,DSQ,DSQ,Elite Women,Montreal,1096,63,3878,32,2333,0,Minami Kubono
664,Melanie,Santos,POR,23,0:18:23,0:01:02,1:07:36,0:00:40,0:00:00,DNF,DNF,Elite Women,Montreal,1103,62,4056,40,0,0,Melanie Santos
665,Simone,Ackermann,RSA,27,0:18:20,0:01:05,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Montreal,1100,65,0,0,0,0,Simone Ackermann
666,Claire,Michel,BEL,16,0:19:04,0:01:05,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Montreal,1144,65,0,0,0,0,Claire Michel
667,Cecilia,Perez,MEX,28,0:18:22,0:01:10,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Montreal,1102,70,0,0,0,0,Cecilia Perez
668,Renee,Tomlin,USA,11,0:19:27,0:00:59,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Montreal,1167,59,0,0,0,0,Renee Tomlin
669,Claudia,Rivas,MEX,26,0:18:25,0:01:07,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Montreal,1105,67,0,0,0,0,Claudia Rivas
670,Gillian,Sanders,RSA,17,0:18:52,0:01:07,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Montreal,1132,67,0,0,0,0,Gillian Sanders
671,Aoi,Kuramoto,JPN,22,0:19:31,0:01:05,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Montreal,1171,65,0,0,0,0,Aoi Kuramoto
672,Jose Antonio,Bodoque Sanchez,ESP,,,,,,,,,NF Medicals,Montreal,0,0,0,0,0,0,Jose Antonio Bodoque Sanchez
673,Victor,Carapelho,USA,,,,,,,,,NF Medicals,Montreal,0,0,0,0,0,0,Victor Carapelho
674,Vicky,Annis,GBR,,,,,,,,,NF Medicals,Montreal,0,0,0,0,0,0,Vicky Annis
675,Jose,Miota,BEL,,,,,,,,,NF Medicals,Montreal,0,0,0,0,0,0,Jose Miota
676,Jose,Miota Ibarra,NED,,,,,,,,,NF Medicals,Montreal,0,0,0,0,0,0,Jose Miota Ibarra
677,Jonathan,Brownlee,GBR,4,0:17:54,0:00:49,0:59:23,0:00:27,0:30:47,1,1:49:10,Elite Men,Stockholm,1074,49,3563,27,1847,6550,Jonathan Brownlee
678,Kristian,Blummenfelt,NOR,3,0:18:30,0:00:48,0:59:37,0:00:33,0:30:05,2,1:49:28,Elite Men,Stockholm,1110,48,3577,33,1805,6568,Kristian Blummenfelt
679,Pierre,Le Corre,FRA,9,0:18:06,0:00:52,1:00:01,0:00:28,0:30:11,3,1:49:28,Elite Men,Stockholm,1086,52,3601,28,1811,6568,Pierre Le Corre
680,Ryan,Sissons,NZL,7,0:18:28,0:00:46,0:59:43,0:00:29,0:30:14,4,1:49:33,Elite Men,Stockholm,1108,46,3583,29,1814,6573,Ryan Sissons
681,Justus,Nieschlag,GER,30,0:18:04,0:00:47,0:59:12,0:00:26,0:31:15,5,1:49:36,Elite Men,Stockholm,1084,47,3552,26,1875,6576,Justus Nieschlag
682,Thomas,Bishop,GBR,5,0:18:25,0:00:51,0:59:44,0:00:31,0:30:15,6,1:49:39,Elite Men,Stockholm,1105,51,3584,31,1815,6579,Thomas Bishop
683,Mario,Mola,ESP,1,0:18:34,0:00:47,0:59:40,0:00:28,0:30:28,7,1:49:48,Elite Men,Stockholm,1114,47,3580,28,1828,6588,Mario Mola
684,Aaron,Royle,AUS,15,0:17:56,0:00:50,0:59:16,0:00:28,0:31:50,8,1:50:14,Elite Men,Stockholm,1076,50,3556,28,1910,6614,Aaron Royle
685,Andreas,Schilling,DEN,11,0:18:37,0:00:53,0:59:29,0:00:31,0:31:06,9,1:50:26,Elite Men,Stockholm,1117,53,3569,31,1866,6626,Andreas Schilling
686,Wian,Sullwald,RSA,21,0:18:09,0:00:49,1:00:02,0:00:29,0:31:19,10,1:50:40,Elite Men,Stockholm,1089,49,3602,29,1879,6640,Wian Sullwald
687,Léo,Bergere,FRA,19,0:18:34,0:00:55,0:59:27,0:00:27,0:31:28,11,1:50:43,Elite Men,Stockholm,1114,55,3567,27,1888,6643,Léo Bergere
688,Simon,Viain,FRA,20,0:18:52,0:00:51,1:00:06,0:00:29,0:30:43,12,1:50:51,Elite Men,Stockholm,1132,51,3606,29,1843,6651,Simon Viain
689,Adam,Bowden,GBR,16,0:18:17,0:00:49,0:59:55,0:00:28,0:31:37,13,1:50:56,Elite Men,Stockholm,1097,49,3595,28,1897,6656,Adam Bowden
690,Andrea,Salvisberg,SUI,17,0:17:58,0:00:50,0:59:18,0:00:30,0:32:48,14,1:51:14,Elite Men,Stockholm,1078,50,3558,30,1968,6674,Andrea Salvisberg
691,Jonas,Schomburg,ITU,23,0:18:02,0:00:50,0:59:13,0:00:29,0:32:59,15,1:51:25,Elite Men,Stockholm,1082,50,3553,29,1979,6685,Jonas Schomburg
692,Vicente,Hernandez,ESP,8,0:18:39,0:00:57,1:00:13,0:00:31,0:31:26,16,1:51:41,Elite Men,Stockholm,1119,57,3613,31,1886,6701,Vicente Hernandez
693,Dorian,Coninx,FRA,14,0:18:02,0:00:48,0:59:16,0:00:30,0:33:23,17,1:51:51,Elite Men,Stockholm,1082,48,3556,30,2003,6711,Dorian Coninx
694,Jørgen,Gundersen,NOR,48,0:18:03,0:00:52,1:00:06,0:00:30,0:32:34,18,1:51:56,Elite Men,Stockholm,1083,52,3606,30,1954,6716,Jørgen Gundersen
695,Alois,Knabl,AUT,24,0:18:08,0:00:52,1:00:51,0:00:28,0:31:47,19,1:51:58,Elite Men,Stockholm,1088,52,3651,28,1907,6718,Alois Knabl
696,Russell,White,IRL,28,0:18:29,0:00:48,0:59:28,0:00:29,0:32:52,20,1:51:58,Elite Men,Stockholm,1109,48,3568,29,1972,6718,Russell White
697,Marco,Van Der Stel,NED,29,0:18:13,0:00:48,0:59:57,0:00:31,0:32:38,21,1:51:58,Elite Men,Stockholm,1093,48,3597,31,1958,6718,Marco Van Der Stel
698,Sylvain,Fridelance,SUI,41,0:18:18,0:00:50,0:59:53,0:00:31,0:32:47,22,1:52:11,Elite Men,Stockholm,1098,50,3593,31,1967,6731,Sylvain Fridelance
699,Adrien,Briffod,SUI,18,0:18:26,0:00:53,0:59:42,0:00:27,0:33:18,23,1:52:37,Elite Men,Stockholm,1106,53,3582,27,1998,6757,Adrien Briffod
700,Miguel,Arraiolos,POR,33,0:18:45,0:00:49,1:00:18,0:00:28,0:32:40,24,1:52:50,Elite Men,Stockholm,1125,49,3618,28,1960,6770,Miguel Arraiolos
701,Henrik,Goesch,FIN,31,0:18:42,0:00:53,1:00:15,0:00:33,0:32:43,25,1:52:59,Elite Men,Stockholm,1122,53,3615,33,1963,6779,Henrik Goesch
702,Stefan,Zachäus,LUX,38,0:18:22,0:00:57,1:00:30,0:00:29,0:32:55,26,1:53:07,Elite Men,Stockholm,1102,57,3630,29,1975,6787,Stefan Zachäus
703,Jan,Celustka,CZE,34,0:18:40,0:00:53,1:00:20,0:00:31,0:33:01,27,1:53:15,Elite Men,Stockholm,1120,53,3620,31,1981,6795,Jan Celustka
704,Erwin,Vanderplancke,BEL,37,0:18:42,0:00:49,1:00:20,0:00:28,0:33:08,28,1:53:19,Elite Men,Stockholm,1122,49,3620,28,1988,6799,Erwin Vanderplancke
705,Marcel,Walkington,AUS,25,0:18:09,0:00:54,1:00:47,0:00:30,0:33:17,29,1:53:29,Elite Men,Stockholm,1089,54,3647,30,1997,6809,Marcel Walkington
706,Gianluca,Pozzatti,ITA,42,0:18:12,0:00:53,0:59:55,0:00:28,0:34:28,30,1:53:47,Elite Men,Stockholm,1092,53,3595,28,2068,6827,Gianluca Pozzatti
707,Crisanto,Grajales,MEX,10,0:18:52,0:00:54,1:02:41,0:00:30,0:31:32,31,1:54:21,Elite Men,Stockholm,1132,54,3761,30,1892,6861,Crisanto Grajales
708,Gabriel,Sandör,SWE,52,0:18:42,0:00:53,1:00:14,0:00:30,0:34:16,32,1:54:27,Elite Men,Stockholm,1122,53,3614,30,2056,6867,Gabriel Sandör
709,Bob,Haller,LUX,35,0:18:51,0:00:53,1:00:04,0:00:29,0:34:41,33,1:54:51,Elite Men,Stockholm,1131,53,3604,29,2081,6891,Bob Haller
710,Ákos,Vanek,HUN,46,0:18:24,0:00:54,0:59:41,0:00:30,0:35:40,34,1:55:00,Elite Men,Stockholm,1104,54,3581,30,2140,6900,Ákos Vanek
711,Oscar,Coggins,HKG,53,0:18:45,0:00:53,1:00:16,0:00:33,0:34:51,35,1:55:09,Elite Men,Stockholm,1125,53,3616,33,2091,6909,Oscar Coggins
712,Jorik,Van Egdom,NED,43,0:19:13,0:00:51,1:02:25,0:00:30,0:32:20,36,1:55:11,Elite Men,Stockholm,1153,51,3745,30,1940,6911,Jorik Van Egdom
713,Sam,Ward,NZL,39,0:18:48,0:00:53,1:02:49,0:00:31,0:32:24,37,1:55:16,Elite Men,Stockholm,1128,53,3769,31,1944,6916,Sam Ward
714,Ilya,Prasolov,RUS,32,0:18:49,0:00:57,1:02:39,0:00:29,0:32:48,38,1:55:35,Elite Men,Stockholm,1129,57,3759,29,1968,6935,Ilya Prasolov
715,Itamar,Alster,ISR,55,0:18:45,0:00:49,1:00:16,0:00:31,0:35:27,39,1:55:41,Elite Men,Stockholm,1125,49,3616,31,2127,6941,Itamar Alster
716,Menno,Koolhaas,NED,45,0:18:49,0:00:53,1:02:45,0:00:28,0:33:11,40,1:55:58,Elite Men,Stockholm,1129,53,3765,28,1991,6958,Menno Koolhaas
717,Eder,Mejia Muñoz,MEX,40,0:18:34,0:01:03,1:02:53,0:00:31,0:33:23,41,1:56:16,Elite Men,Stockholm,1114,63,3773,31,2003,6976,Eder Mejia Muñoz
718,Aleksandr,Latin,EST,47,0:18:48,0:00:54,1:02:49,0:00:30,0:33:31,42,1:56:23,Elite Men,Stockholm,1128,54,3769,30,2011,6983,Aleksandr Latin
719,Denis,Vasiliev,RUS,50,0:18:44,0:00:55,1:02:51,0:00:27,0:34:12,43,1:57:00,Elite Men,Stockholm,1124,55,3771,27,2052,7020,Denis Vasiliev
720,Peter,Denteneer,BEL,36,0:18:12,0:00:52,1:03:25,0:00:31,0:34:21,44,1:57:11,Elite Men,Stockholm,1092,52,3805,31,2061,7031,Peter Denteneer
721,Fernando,Alarza,ESP,2,0:18:05,0:00:48,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Stockholm,1085,48,0,0,0,0,Fernando Alarza
722,Henri,Schoeman,RSA,6,0:17:58,0:01:13,0:59:47,0:00:28,0:00:00,DNF,DNF,Elite Men,Stockholm,1078,73,3587,28,0,0,Henri Schoeman
723,Richard,Varga,SVK,12,0:17:52,0:00:56,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Stockholm,1072,56,0,0,0,0,Richard Varga
724,Christophe,De Keyser,BEL,27,0:18:30,0:00:48,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Stockholm,1110,48,0,0,0,0,Christophe De Keyser
725,Brandon,Copeland,AUS,44,0:18:33,0:00:54,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Stockholm,1113,54,0,0,0,0,Brandon Copeland
726,Matevž,Planko,SLO,51,0:18:48,0:00:50,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Stockholm,1128,50,0,0,0,0,Matevž Planko
727,Vyacheslav,Vasiliev,RUS,56,0:20:36,0:00:58,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Stockholm,1236,58,0,0,0,0,Vyacheslav Vasiliev
728,Marc,Austin,GBR,22,0:18:06,0:00:55,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Men,Stockholm,1086,55,0,0,0,0,Marc Austin
729,Andrey,Moiseenko,RUS,54,0:20:47,0:00:56,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Men,Stockholm,1247,56,0,0,0,0,Andrey Moiseenko
730,Flora,Duffy,BER,1,0:19:13,0:00:53,1:04:52,0:00:34,0:34:45,1,2:00:09,Elite Women,Stockholm,1153,53,3892,34,2085,7209,Flora Duffy
731,Jessica,Learmonth,GBR,11,0:19:10,0:00:57,1:04:52,0:00:36,0:36:05,2,2:01:30,Elite Women,Stockholm,1150,57,3892,36,2165,7290,Jessica Learmonth
732,Ashleigh,Gentle,AUS,2,0:20:27,0:00:55,1:06:29,0:00:31,0:33:27,3,2:01:42,Elite Women,Stockholm,1227,55,3989,31,2007,7302,Ashleigh Gentle
733,Joanna,Brown,CAN,9,0:19:56,0:00:54,1:06:21,0:00:33,0:35:28,4,2:03:04,Elite Women,Stockholm,1196,54,3981,33,2128,7384,Joanna Brown
734,Yuko,Takahashi,JPN,7,0:19:52,0:00:52,1:06:26,0:00:30,0:35:36,5,2:03:07,Elite Women,Stockholm,1192,52,3986,30,2136,7387,Yuko Takahashi
735,Leonie,Periault,FRA,28,0:19:55,0:00:52,1:06:22,0:00:33,0:35:34,6,2:03:08,Elite Women,Stockholm,1195,52,3982,33,2134,7388,Leonie Periault
736,Claire,Michel,BEL,15,0:19:32,0:00:55,1:07:22,0:00:35,0:35:06,7,2:03:22,Elite Women,Stockholm,1172,55,4042,35,2106,7402,Claire Michel
737,Kirsten,Kasper,USA,5,0:19:30,0:00:54,1:06:45,0:00:34,0:35:54,8,2:03:29,Elite Women,Stockholm,1170,54,4005,34,2154,7409,Kirsten Kasper
738,Alice,Betto,ITA,12,0:19:21,0:00:55,1:06:54,0:00:30,0:36:17,9,2:03:49,Elite Women,Stockholm,1161,55,4014,30,2177,7429,Alice Betto
739,Andrea,Hewitt,NZL,4,0:20:26,0:00:55,1:06:31,0:00:33,0:35:50,10,2:04:05,Elite Women,Stockholm,1226,55,3991,33,2150,7445,Andrea Hewitt
740,Taylor,Spivey,USA,6,0:19:26,0:00:58,1:06:46,0:00:36,0:36:38,11,2:04:17,Elite Women,Stockholm,1166,58,4006,36,2198,7457,Taylor Spivey
741,Natalie,Van Coevorden,AUS,10,0:19:24,0:01:09,1:06:39,0:00:34,0:36:42,12,2:04:20,Elite Women,Stockholm,1164,69,3999,34,2202,7460,Natalie Van Coevorden
742,Jodie,Stimpson,GBR,14,0:19:25,0:01:13,1:06:33,0:00:32,0:36:55,13,2:04:28,Elite Women,Stockholm,1165,73,3993,32,2215,7468,Jodie Stimpson
743,Yuka,Sato,JPN,8,0:19:49,0:00:58,1:07:08,0:00:33,0:36:10,14,2:04:30,Elite Women,Stockholm,1189,58,4028,33,2170,7470,Yuka Sato
744,Gillian,Sanders,RSA,16,0:20:30,0:00:53,1:06:30,0:00:33,0:37:30,15,2:05:48,Elite Women,Stockholm,1230,53,3990,33,2250,7548,Gillian Sanders
745,Cassandre,Beaugrand,FRA,30,0:19:33,0:00:53,1:10:54,0:00:35,0:34:23,16,2:06:09,Elite Women,Stockholm,1173,53,4254,35,2063,7569,Cassandre Beaugrand
746,Lucy,Hall,GBR,18,0:19:12,0:00:56,1:07:44,0:00:37,0:37:59,17,2:06:22,Elite Women,Stockholm,1152,56,4064,37,2279,7582,Lucy Hall
747,Lotte,Miller,NOR,32,0:20:02,0:00:55,1:06:58,0:00:32,0:38:33,18,2:06:51,Elite Women,Stockholm,1202,55,4018,32,2313,7611,Lotte Miller
748,India,Lee,GBR,19,0:20:04,0:00:55,1:06:54,0:00:34,0:39:59,19,2:08:17,Elite Women,Stockholm,1204,55,4014,34,2399,7697,India Lee
749,Carolina,Routier,ESP,17,0:19:30,0:00:53,1:10:59,0:00:35,0:38:10,20,2:09:59,Elite Women,Stockholm,1170,53,4259,35,2290,7799,Carolina Routier
750,Aoi,Kuramoto,JPN,20,0:20:04,0:00:57,1:10:21,0:00:38,0:39:31,21,2:11:21,Elite Women,Stockholm,1204,57,4221,38,2371,7881,Aoi Kuramoto
751,Katie,Zaferes,USA,3,0:19:15,0:00:52,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Stockholm,1155,52,0,0,0,0,Katie Zaferes
